slug,название,статус,ссылка,канал,просмотры,длительность (мин),опубликован,язык,расшифровка,попыток,о чём ролик,итог,блогер хвалит,блогер ругает,ошибка,обновлено
shardkeep,Shardkeep,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 14:00
shh-supergirl-is-doing-online-shopping,Shh! Supergirl is doing online shopping!,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:16
shutterout,ShutterOut,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-15 18:21
sicarios,Sicarios,не найден,,,,,,,,1,,,,,"FiC1Q-Im4sQ: мало речи блогера (0 символов в минуту); daG_peiCLl4: тот же канал, в его ролике мало речи",2026-09-16 19:32
slimemerge,SlimeMerge,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:40
snuggle-nightmare,Snuggle Nightmare,готов,https://www.youtube.com/watch?v=SD3F3ZBj3lo,AesmatvGaming,1289,59.7,3 months ago,en,Whisper,1,"Блогер отмечает, что Snuggle Nightmare — это хорошо сделанная и пугающая игра, однако он считает её слишком сложной и перегруженной лишними механиками. Основные претензии связаны с неудобным управлением, кнобками и камерами, которые делают прохождение невозможным из-за отсутствия пространства для маневра. Несмотря на критику сложности, автор признает качество исполнения и атмосферу игры.","Snuggle Nightmare — качественный хоррор с хорошей атмосферой, но он может вызвать сильное раздражение из-за технических огрехов. Блогер считает, что игра переусложнена: сочетание неповоротливого управления, слишком большого количества камер и маленькой карты создает ситуацию, где у игрока почти нет шансов на успех. Несмотря на эти проблемы, автор отмечает, что игра пугает и выполнена добротно.","Механика складывания коробок реализована лучше, чем в других играх; Игроку не нужно терять предметы после смерти; Игра хорошо сделана и атмосферно; Хорошие скриптовые моменты с пугающими эффектами; Эффективные скримеры в начале игры","Неудобное и неповоротливое управление предметами; Слишком высокая сложность и избыточная запутанность; Слишком много камер, которые мгновенно выдают местоположение игрока; Маленькая карта и ограниченный радиус перемещения противника",,2026-09-16 10:26
solvizz,Solvizz,готов,https://www.youtube.com/watch?v=NmMaiVkL9nc,Gerome LeGrom Gaming,106,17.6,3 days ago,fr,Whisper,1,"Блогер знакомит зрителей с Solvizz — уютной пазл-игрой на тему мозга, состоящей из девяти регионов. Он отмечает, что игра постепенно усложняется: сначала задачи кажутся простыми, но требуют внимательности и понимания логики. Блогер подчеркивает, что как только игрок схватывает принцип решения, процесс идет быстро. Он демонстрирует несколько разных типов головоломок, объясняя правила каждой из них и показывая, как визуальное восприятие может иногда мешать правильному пониманию условий.","Solvizz — это спокойная и уютная пазл-игра, которая отлично подходит для тех, кто любит логические задачи. Хотя игра может потребовать времени на освоение правил и понимание логики каждой области, она вознаграждает игрока моментами «эврики» и быстрым прогрессом после того, как принцип решения становится понятным.","Игра имеет уютную и спокойную атмосферу; После того как игрок понимает логику, решение задач становится быстрым; В игре есть моменты внезапного озарения, когда решение становится очевидным",Игра не сохраняет настройки языка; Иногда визуальное восприятие формы может сбивать с толку,,2026-09-16 11:16
sort-the-toys,Sort The Toys,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:48
stack-together-to-the-moon-stack-build-and-escape,"Stack Together: To the Moon - Stack, Build & Escape",не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:25
stock-market-crash-2,Stock Market Crash 2,не найден,,,,,,,,1,,,,,среди роликов нет летсплеев,2026-09-16 10:21
sudoku-sand-games,Sudoku (Sand Games),не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:16
sukmantos-kitchen-1990,Sukmantos Kitchen 1990,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-15 18:20
super-clown-spookyland,Super Clown Spookyland,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:48
suqare-hired-gun,Suqare: Hired Gun,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-15 13:01
tcg-card-shop-simulator,TCG Card Shop Simulator,готов,https://www.youtube.com/watch?v=6Dfe6CiqV-k,Skoottie,3646373,50.3,1 year ago,en,Whisper,1,"В ролике блогер делится опытом управления магазином в TCG Card Shop Simulator, ставя перед собой амбициозные цели по количеству открытых пачек, проведению турниров и сбору редких коллекционных карточек. На протяжении двух частей он исследует механику развития бизнеса, экспериментирует с ценообразованием и анализирует эффективность найма персонала и различных улучшений магазина.","Блогер остался доволен игрой, отметив увлекательный процесс развития магазина и приятное чувство прогресса при выполнении масштабных задач. Несмотря на некоторые технические огрехи и специфические ограничения механик, проект показался ему интересным симулятором с элементами азарта и стратегии.","Реалистичная система выпадения редких карточек, где большинство из них не имеют высокой стоимости; Возможность открывать паки и получать редкие карточки, такие как Ghost cards; Возможность перемещаться по магазину и находиться на крыше; Возможность проводить турниры, которые приносят хороший доход; Хорошая динамика продаж на начальных этапах игры","Неудобная скорость открытия пачек в версии игры, на которой играл блогер; Необоснованно высокая цена на кубики; Медленная работа сотрудника, из-за которой теряются продажи; Рабочий стол является пустой тратой денег на текущем этапе игры; Процесс создания бандлов карточек через рабочий стол очень медленный",,2026-09-16 13:07
trumpp-vs-elon-tycoon,TRUMPP VS ELON TYCOON,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:22
tale-of-beauty,Tale of Beauty,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:20
tapybuddy,TapyBuddy,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:32
taskbar-colony,Taskbar Colony,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:21
tenebris-terra-incognita,Tenebris: Terra Incognita,готов,https://www.youtube.com/watch?v=W4U1P-l9EVs,Splattercatgaming,77783,33.1,1 year ago,en,Whisper,1,"В ролике блогер делится впечатлениями от прохождения Tenebris: Terra Incognita в раннем доступе. Он анализирует геймплейные механики, сравнивая проект с Darkest Dungeon и Helldivers, и оценивает общую атмосферу и тактическую глубину игры.","Блогер считает, что у игры отличный фундамент и потенциал стать достойной альтернативой Darkest Dungeon, однако на текущем этапе она может показаться однообразной из-за гринда и линейности уровней.","Наличие системы комбинаций, когда персонажи могут атаковать вместе; Хорошая основа игры; Приятный процесс уничтожения космических насекомых; Эффективность тактики с упором на чистый урон; Визуальное отображение повреждений на врагах",Механика способностей с вероятностью срабатывания и долгим кулдауном; Высокая повторяемость и избыточный гринд; Линейность уровней и отсутствие карты с иконками для планирования; Отсутствие разнообразия врагов; Недостаток элементов удобства (QoL),,2026-09-16 19:31
terminal-mission,Terminal Mission,готов,https://www.youtube.com/watch?v=UJjAz1q5zq0,Mr Feudal,9561,54.0,1 year ago,en,Whisper,1,"В данном ролике блогер делится впечатлениями от прохождения миссии в Terminal Mission, подробно разбирая системы прогрессии, кастомизации оружия и механики взаимодействия с миром. Автор анализирует опыт игры на различных уровнях сложности, описывает способы получения редкого снаряжения и делится своими эмоциями от выполнения задач.","Несмотря на сложности с управлением терминалом и ограниченный объем инвентаря, блогер считает игру очень веселой и рекомендует её к покупке как увлекательный PvE-проект для игры с друзьями.",Разнообразие контента и возможностей для прокачки; Наличие большого количества полезного лута в игровом мире; Наличие разнообразного оружия; Высокая динамика и количество противников; Общая увлекательность игры,Ограниченность выбора оружия в некоторых категориях; Сложность управления терминалом; Высокая сложность карты Bunker; Неудобство из-за ограниченного объема инвентаря,,2026-09-16 19:11
text-battle-royale,Text Battle Royale,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:50
the-alighieri-circle-dantes-bloodline,The Alighieri Circle: Dante's Bloodline,готов,https://www.youtube.com/watch?v=SQXGJaxmYn0,QuelTaleAle Games,16747,31.3,6 months ago,it,Whisper,1,"Блогер делится первыми впечатлениями от демоверсии The Alighieri Circle: Dante's Bloodline, подчеркивая интерес к жанру и разработчикам. Он отмечает атмосферу игры, систему исследования и визуальные эффекты, хотя и упоминает о некоторой темноте в локациях. Блогер выражает ожидание полноценного релиза, отмечая интригующий сюжет и потенциал проекта.","Блогер оценивает демоверсию как интригующую и атмосферную игру с хорошим потенциалом. Ему нравится визуальный стиль и то, как реализовано исследование локаций без лишних препятствий в темноте. Несмотря на отсутствие карты и местами низкую видимость, он с интересом ждет полноценного релиза, особенно учитывая опыт разработчиков в подобных проектах.",атмосферная и мрачная обстановка; интригующий и интересный сюжет; понятная навигация и отсутствие внезапных засад в темноте; стильный визуальный ряд,недостаточная видимость некоторых объектов из-за темноты; отсутствие карты в игре,,2026-09-16 10:14
the-architect-of-nowhere,The Architect of Nowhere,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:52
the-blood-of-dawnwalker,The Blood of Dawnwalker,готов,https://www.youtube.com/watch?v=nLgbKoY6ZlE,Neon Knight,1400195,17.2,2 weeks ago,en,Whisper,2,"Блогер крайне положительно оценивает The Blood of Dawnwalker, называя её отличной игрой для тех, кто ценит сюжет и персонажей. Он особо выделяет проработанный мир, интересные квесты и систему боя, которая сочетает в себе экшен и стратегию. Основной особенностью игры является система ограничения времени (30 игровых дней), которая заставляет игрока планировать свои действия и выбирать приоритеты. Несмотря на наличие некоторых технических багов, блогер полностью рекомендует игру.","Блогер полностью рекомендует The Blood of Dawnwalker, называя её отличной игрой с захватывающим сюжетом, глубокими персонажами и увлекательным геймплеем.",отличный сюжет и глубокие персонажи; проработанный мир и лор; качественные и интересные квесты; приятная и стратегическая боевая система; хорошая графика,враги иногда слишком живучие; некоторые технические ошибки; редкие вылеты на главном меню,,2026-09-16 10:12
the-bow-ultimate-weapon,The Bow: Ultimate weapon,готов,https://www.youtube.com/watch?v=OdGjI7WfwJY,Venky Arisko,91,60.6,Streamed 2 days ago,id,Whisper,1,"Блогер делится первыми впечатлениями от игры The Bow: Ultimate weapon, которую он получил на ранний обзор перед официальным релизом. Он отмечает уникальность инкрементального геймплея, где игрок не просто стоит на месте (AFK), а активно сражается и исследует мир. Блогер хвалит систему прогрессии, разнообразие улучшений и общую атмосферу игры, называя её подходящей для тех, кто ищет расслабляющий и уютный геймплей без лишних сложностей. Несмотря на некоторые трудности с балансом урона и скоростью продажи предметов, он крайне доволен игрой и рекомендует её любителям жанра.","Блогер очень доволен игрой The Bow: Ultimate weapon, называя её отличным выбором для любителей инкрементальных игр. Он отмечает, что проект выделяется на фоне типичных AFK-игр своей динамикой и уникальностью. Несмотря на некоторые шероховатости в балансе (например, медленная продажа лута), игра оставляет очень позитивные впечатления и рекомендуется к покупке.","Интересная и уникальная механика инкрементального прогресса; Игра подходит для тех, кто любит уютный и спокойный геймплей; Приятный и увлекательный процесс игры; Возможность активно участвовать в сражениях, а не просто ждать",Низкая скорость продажи предметов; Недостаточный урон для победы над сильными противниками,,2026-09-15 18:21
the-event,The Event,не найден,,,,,,,,1,,,,,среди роликов нет летсплеев,2026-09-15 13:02
the-excavation-beneath-the-cathedral,The Excavation: Beneath The Cathedral,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:44
the-glass-greenhouse-pharmacy,The Glass Greenhouse Pharmacy,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-15 18:22
the-gokturk-caravan,The Gokturk: Caravan,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:49
the-last-15-minutes-on-tau-alpha-7,The Last 15 Minutes on Tau Alpha 7,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:40
the-laundry-that-wont-open,The Laundry That Won't Open.,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:33
the-listener,The Listener,готов,https://www.youtube.com/watch?v=79bdjEVsEc8,Icee Flame101,48608,12.0,9 months ago,en,Whisper,1,"Блогер делится впечатлениями от игры The Listener, концентрируясь на поведении главного антагониста — Listener. Основное внимание уделяется механике перемещения врага, его способности разрушать двери при рывке и тому, как он реагирует на звуки, создаваемые игроком. Блогер отмечает пугающую атмосферу и специфические визуальные эффекты, такие как «галлюцинации» дверей.","Блогер отмечает, что игра обладает напряженной атмосферой и интересными механиками взаимодействия с Listener, особенно в плане реакции монстра на шум и его способности пробивать препятствия. Несмотря на периодические баги, из-за которых враг застревает в стенах или фонтанах, игра производит сильное впечатление.",Враг способен разрушать двери при рывке; Пугающая атмосфера игры; Наличие визуальных эффектов в виде галлюцинаций,Враг иногда застревает в окружении или объектах,,2026-09-16 19:43
the-night-shift,The Night Shift,готов,https://www.youtube.com/watch?v=bm8T0oD633E,KingWoolz Games,167711,113.0,3 days ago,en,Whisper,1,"В серии роликов блогер Donut Panic знакомится с демо-версией и полным прохождением игры The Night Shift. Автор оценивает проект как качественный инди-хоррор, уделяя внимание визуальному стилю, механике приготовления еды и атмосфере игры.","Блогер в восторге от The Night Shift, называя её потенциально лучшей игрой в жанре simulator horror благодаря плавности геймплея и удачному балансу между юмором и сюжетом. Несмотря на некоторые сложности с управлением и странности интерьера дома, общее впечатление от проработки деталей и системы аномалий осталось крайне положительным.",высокое качество инди-игры; качественный визуальный стиль; проработка игры в целом; интересная система галлюцинаций; уникальные аномалии,сложность в соблюдении точности декораций; недостаточное объяснение некоторых механик; странный интерьер дома,,2026-09-16 19:39
the-plant-shop,The Plant Shop,готов,https://www.youtube.com/watch?v=4wAOIxr15-Y,BamBamsLife,64,19.7,4 days ago,en,Whisper,1,"Блогер делится впечатлениями от демоверсии The Plant Shop, отмечая приятную атмосферу и интересные механики управления магазином. Он хвалит визуальный стиль игры, сравнивая его с Photomaly, и отмечает наличие режима бесконечного прохождения. Однако основной критикой является слишком короткая продолжительность демоверсии, из-за которой блогеру не удалось полноценно прочувствовать элементы хоррора. Несмотря на это, он выражает искренний интерес к полноценному релизу и уже добавил игру в свой список желаемого.","The Plant Shop — это интригующая инди-игра с приятной эстетикой и интересным геймплеем управления магазином. Хотя демоверсия оказалась слишком короткой, чтобы полностью раскрыть потенциал хоррора, игра оставляет приятное послевкусие и желание увидеть полноценный релиз с расширенным сюжетом и новыми механиками.",атмосферный и крутой визуальный стиль; наличие режима бесконечного прохождения; удобство взаимодействия с объектами; интересные механики и прогрессия,слишком короткая продолжительность демоверсии; недостаточно выраженные элементы хоррора; неидеальный перевод из-за иностранных разработчиков,,2026-09-16 10:41
the-solyanis-code,The Solyani's Code,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-15 13:01
tidy-up-history,Tidy Up History,не найден,,,,,,,,1,,,,,среди роликов нет летсплеев,2026-09-16 11:03
tidy-or-treat,Tidy or Treat,не найден,,,,,,,,1,,,,,среди роликов нет летсплеев,2026-09-16 11:05
tinker-shot,Tinker Shot,готов,https://www.youtube.com/watch?v=Ne-NCdMzjtY,Angory Tom,30488,34.7,1 year ago,en,Whisper,1,"Блогер делится впечатлениями от демо-версии Tinker Shot, в которой он играет за мага. Основное внимание уделяется механике создания и модификации заклинаний, а также тактическому планированию боя. Блогер отмечает интересные возможности кастомизации способностей, такие как урон, ricochet, притяжение и создание клонов, однако иногда выражает сомнения в эффективности некоторых механик (например, Love Bomb) и балансе определенных модификаторов.","Tinker Shot предлагает увлекательный процесс создания собственных заклинаний с различными модификаторами, что дает игроку чувство контроля над магией. Блогеру понравились механики рикошета, призыва и заморозки, хотя он отметил наличие некоторых слабых или неудачных комбинаций способностей. Игра демонстрирует интересный геймплейный цикл, где важно правильно комбинировать эффекты для преодоления препятствий и победы над врагами.",Интересная механика создания и модификации заклинаний; Приятно реализованный эффект рикошета; Удобная и полезная механика создания призываемых существ; Полезная механика пробития твердых объектов; Эффектная механика заморозки,Некоторые модификаторы кажутся неэффективными или имеют плохую синергию; Неочевидная или слабая эффективность механики Love Bomb; Неприятный звук при призыве существ; Неприятные ограничения на работу модификаторов,,2026-09-16 10:39
tiny-farmie,Tiny Farmie,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:44
tocotoco,TocoToco,готов,https://www.youtube.com/watch?v=lhYh2a3GLA8,Jaydeep Plays,6393,25.0,8 months ago,hi,Whisper,1,"Блогер демонстрирует возможности существа TocoToco в игре Palworld, фокусируясь на его боевых характеристиках и эффективности в сражениях с боссами. Он подробно описывает процесс получения, улучшения и прокачки TocoToco, а также показывает его способность наносить значительный урон и побеждать сильных противников, включая боссов.","Блогер впечатлен мощью TocoToco, называя его очень сильным существом, способным справляться с серьезными противниками. Несмотря на необходимость в ресурсах для улучшения, он считает его отличным выбором для боя.",высокие характеристики атаки и защиты; эффективность в бою против боссов; мощный урон,необходимость в использовании дополнительных ресурсов для улучшения,,2026-09-15 18:18
toms-last-adventure,Tom's Last Adventure,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-15 18:17
tower-craft,Tower Craft,не найден,,,,,,,,1,,,,,среди роликов нет летсплеев,2026-09-16 10:22
train-sim-world-7,Train Sim World 7,готов,https://www.youtube.com/watch?v=FQ1g5DgsMY0,Daggerwin,44008,49.2,5 days ago,en,Whisper,1,"В данном ролике блогер знакомится с Train Sim World 7, демонстрируя прохождение сценариев на маршрутах в Великобритании и США. Автор оценивает механику управления поездами, систему динамической погоды и визуальное исполнение симуляции. Основное внимание уделяется погружению в процесс работы машиниста и детальной проработке окружения.","Блогер остался доволен игрой, отметив её высокую степень реализма, приятную атмосферу и качество проработки деталей. Несмотря на сложности с точным торможением и соблюдением графика, автор оценил проект как отличный и аутентичный симулятор.",высокая степень погружения; реалистичная вода; красивые пейзажи; высокий уровень реализма; приятный звук путей,Сложность точного торможения и соблюдения графика; небольшой размер интерфейса (HUD),,2026-09-15 18:19
trumps-of-albion,Trumps Of Albion,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 14:00
two-point-hospital-full-health-collection,Two Point Hospital: Full Health Collection,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 11:08
vhs-nights-the-tidy-up-shift,VHS Nights: The Tidy Up Shift,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 10:50
valheim,Valheim,готов,https://www.youtube.com/watch?v=j-bN-MUzvI0,Cornelius,1902152,113.0,2 years ago,de,Whisper,2,"В данном ролике блогер делится своим опытом выживания в Valheim в течение 100 дней, охватывая путь от каменного века до продвинутых этапов развития. Он подробно описывает процессы строительства базы, terraforming, фермерства, исследования различных биомов и подготовки к сражениям с боссами. Автор анализирует прогрессию персонажа, механику крафта и свои открытия в игровом мире.","Блогер доволен Valheim, отмечая глубокие механики строительства, разнообразие контента и приятную атмосферу сочетания суровости и уюта. Несмотря на наличие технических ошибок, проблем с балансом ресурсов и дымоудаления, игра оставляет позитивные впечатления благодаря ощущению прогресса.",Возможности строительства и планировки базы; Полезные и интересные новые механики и предметы; Удобная возможность быстрого перемещения домой через порталы; Появление большого количества нового контента и предметов по сравнению с релизом игры; Атмосфера игры сочетает в себе суровость и уют,Технические ошибки и баги игры; Проблемы с системой дымоудаления в постройках: дым задерживается под крышей и душит печи; Слишком высокая сложность добычи серебра; Недостаток серебра в горах; Сложность разрушения некоторых объектов,,2026-09-15 17:26
veridus-the-walking-nightmare,Veridus The Walking Nightmare,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 11:05
watt-fur-animal-power-plant,WATT FUR? Animal Power Plant,не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-15 15:57
we-are-football-2027,WE ARE FOOTBALL 2027,готов,https://www.youtube.com/watch?v=FvIpUJSEpLU,TrainCityDaniel,3263,34.5,1 day ago,de,Whisper,1,"Блогер знакомит зрителей с предварительной версией WE ARE FOOTBALL 2027, демонстрируя основные изменения, новые режимы и функционал. Он подробно рассматривает интерфейс, систему выбора лиг, настройки тренировок, финансовые инструменты и возможности управления стадионом. Особое внимание уделяется новым фичам, таким как режим игры без бюджета, возможность создания собственного клуба и расширенные настройки для фанатов. Блогер отмечает визуальное качество 3D-объектов и глубину проработки некоторых систем.","Блогер демонстрирует WE ARE FOOTBALL 2027 как качественное развитие серии с множеством новых инструментов для управления клубом и визуальными улучшениями. Несмотря на отсутствие лицензий на стадионы, игра предлагает глубокие механики, такие как управление финансами, развитие инфраструктуры и расширенные настройки для фанатов, что делает её привлекательной для любителей футбольных менеджеров.","Появление поддержки нескольких языков, включая немецкий, английский и французский.; Наличие режима игры без бюджета, который был реализован благодаря сообществу.; Впечатляющий визуальный стиль 3D-объектов и зданий.; Новая организация запасной скамейки в интерфейсе.",Отсутствие лицензий на оригинальные стадионы.,,2026-09-16 11:02
wait-cards-i-memorized,"Wait, Cards I Memorized?",не найден,,,,,,,,1,,,,,поиск не дал подходящих роликов,2026-09-16 19:42
welcome-to-mars-9,Welcome To Mars 9,готов,https://www.youtube.com/watch?v=Mu51nyfyXPs,NivPlaysIndieGames,64,11.6,11 days ago,en,Whisper,1,"Блогер делится впечатлениями от демоверсии Welcome To Mars 9, отмечая атмосферу таинственности и интересный сеттинг космической станции. Он хвалит удобство перемещения по локациям и визуальную составляющую, а также отмечает динамику повествования. Блогер отмечает, что демоверсия довольно короткая, но считает это преимуществом, так как он ценит лаконичные демо-игры. В заключении он выражает интерес к продолжению истории и надеется, что искусственный интеллект в игре не окажется злодейским.","Блогер остался доволен демоверсией Welcome To Mars 9, отметив её атмосферу и удобство механик. Несмотря на краткость прохождения, он выразил заинтересованность в основной игре.",удобная система перемещения по станции; приятная визуальная составляющая; хороший темп повествования; лаконичность демоверсии,,,2026-09-16 10:48
welcome-to-elderfield,Welcome to Elderfield,готов,https://www.youtube.com/watch?v=zShxf0U9wBA,Gab Smolders,277889,118.5,1 year ago,en,Whisper,2,"В ролике блогер знакомится с демоверсией Welcome to Elderfield, исследуя мир, сочетающий элементы фермерства, RPG и хоррора. Автор оценивает визуальный стиль, систему крафта, рыбалку и различные механики взаимодействия с окружением, такие как система новостей и благословений. На протяжении прохождения блогер анализирует баланс между сельской жизнью и исследованием загадочных зон.","Блогер остался доволен демоверсией, отметив её качественную атмосферу и глубину механик, несмотря на некоторые неудобства интерфейса и меньшее количество фермерства, чем ожидалось изначально.",Привлекательный визуальный стиль; Интересная система новостей; Полезные и разнообразные функциональные объекты; Хорошее качество графики и атмосферы; Удобная система автоматического экипирования,"Ограниченное количество места в инвентаре; Сложность размещения некоторых объектов; Неожиданная механика респауна монстров при омовении; Отсутствие возможности пропуска времени во время сна; Непонятно, что делать с визуальными изменениями окружения",,2026-09-16 10:18
wo-long-fallen-dynasty-complete-edition,Wo Long: Fallen Dynasty - Complete Edition,готов,https://www.youtube.com/watch?v=Hyehc61u8OU,TheGamesDenTV,133,100.0,Streamed 2 years ago,en,Whisper,3,"Блогер делится своими впечатлениями от игры Wo Long: Fallen Dynasty - Complete Edition. Он отмечает наличие системы духа, механик парирования и уворотов, а также систему морали. Игроку нравится визуальный стиль экипировки и наличие большого количества предметов в Complete Edition. Однако автор выражает значительное недовольство сложностью игры, особенно в сражениях с боссами, и критикует систему навигации и отсутствие четких указателей в мире.","Wo Long: Fallen Dynasty - Complete Edition предлагает интересный геймплей с глубокими механиками боя и красивым визуалом, но игра может сильно отбить желание продолжать из-за запредельной сложности боссов и запутанной навигации.",удобная механика уворотов; приятный внешний вид экипировки; богатое содержимое версии Complete Edition; эффективность определенных предметов,чрезвычайная сложность босс-файтов; плохая система навигации и отсутствие указателей; неудобная система веса экипировки; неудачные решения в выборе оружия,,2026-09-16 18:42
woodo,Woodo,готов,https://www.youtube.com/watch?v=Hs7GeOrQt7M,TheFlluffyDen,9,46.6,12 hours ago,en,Whisper,1,"Блогер делится впечатлениями от демоверсии Woodo, описывая её как очень простую, креативную и невероятно расслабляющую игру. Основной геймплей строится на сборке пазлов в декорациях деревянных диорам. Автор отмечает уникальность концепции, сравнивает атмосферу с игрой Cozy Caravan и выражает желание поиграть в проект на Nintendo Switch. Несмотря на то, что некоторые пазлы вызвали трудности, блогер остался в восторге от визуального стиля и общего настроения игры.","Блогер крайне положительно оценивает Woodo, рекомендуя её на 100% за уникальность, милый стиль и расслабляющий геймплей. Несмотря на периодические трудности с поиском нужных деталей, автор считает игру очень приятной и качественной.",уникальный и креативный геймплей; расслабляющая атмосфера; приятная графика и визуальный стиль; плавная работа игры; интересная система прогрессии и карты,сложность некоторых пазлов,,2026-09-16 11:07
